Juma Ventures
Budget Income Statement for Custom Record
From Jan 2018 to Dec 2018

Options: Activity Only
Financial Row ,Account (Line): Internal ID ,Account (Line): Account Type ,Department: Name ,Location: Name ,Jan 2018 ,Feb 2018 ,Mar 2018 ,Apr 2018 ,May 2018 ,Jun 2018 ,Jul 2018 ,Aug 2018 ,Sep 2018 ,Oct 2018 ,Nov 2018 ,Dec 2018 ,Total 
,353,Expense,YouthConnect,SF,$38.91,$38.91,$115.83,$125.96,$188.93,$125.96,$125.96,$125.96,$125.96,$125.96,$188.93,$125.96,"$1,453.23"
,353,Expense,ENT,Safeco Field,$90.29,$90.29,$90.29,$638.48,$683.63,$601.93,$382.66,$638.48,$601.93,$90.29,$135.44,$90.29,"$4,134.00"
,353,Expense,ENT,SunTrust Park,$72.19,$72.19,$72.19,$468.04,$438.16,$501.02,$468.04,$599.99,$632.97,$105.17,$108.28,$72.19,"$3,610.43"
,353,Expense,ENT,Superdome,$46.90,$31.15,$31.15,$23.28,$34.92,$23.28,$31.15,$39.03,$39.03,$54.78,$58.54,$54.78,$467.99
,353,Expense,ENT,Toyota Center,$316.41,$208.41,$379.41,$199.41,$123.62,$91.41,$64.41,$64.41,$64.41,$244.41,$411.62,$352.41,"$2,520.34"
,353,Expense,ENT,UW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$123.20,$184.80,$123.20,$0.00,$431.20
Total - 7735 - Payroll Services fees,,,,,"$8,948.86","$6,271.68","$7,267.81","$8,941.82","$10,853.46","$8,512.45","$8,185.92","$9,072.44","$9,226.62","$7,364.20","$9,993.20","$7,110.62","$101,749.08"
7741 - Staff recruit/Ads/Placement,,,,,,,,,,,,,,,,,
,355,Expense,ENT,AA Center,$0.00,$0.00,$0.00,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00
,355,Expense,YouthConnect,ATL,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00
,355,Expense,DEV,HQ,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,355,Expense,YouthConnect,SAC,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00
,355,Expense,ENT,Toyota Center,$0.00,$0.00,$0.00,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00
,355,Expense,COMMON,HQ,$800.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$800.00
,355,Expense,Pathways,SF,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$175.00
Total - 7741 - Staff recruit/Ads/Placement,,,,,"$1,400.00",$0.00,$0.00,$350.00,$0.00,$0.00,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,925.00"
7742 - Employee/Volunteer background checks,,,,,,,,,,,,,,,,,
,356,Expense,ENT,AA Center,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00
,356,Expense,YouthConnect,ATL,$393.75,$0.00,$0.00,$393.75,$0.00,$0.00,$393.75,$0.00,$0.00,$393.75,$0.00,$0.00,"$1,575.00"
,356,Expense,YouthConnect,DAL,"$2,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$350.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,800.00"
,356,Expense,YouthConnect,HOU,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,450.00",$0.00,$0.00,$0.00,$0.00,"$2,450.00"
,356,Expense,COMMON,HQ,$350.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$350.00
,356,Expense,DEV,HQ,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00
,356,Expense,YouthConnect,NOLA,"$2,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$350.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,800.00"
,356,Expense,Pathways,OAK,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,356,Expense,YouthConnect,OAK,$0.00,$0.00,$0.00,"$1,225.00",$0.00,$0.00,$0.00,"$1,225.00",$0.00,$0.00,$0.00,$0.00,"$2,450.00"
,356,Expense,YouthConnect,SAC,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,800.00",$0.00,$0.00,$0.00,"$2,800.00"
,356,Expense,YouthConnect,SC,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,$218.75,"$2,625.00"
,356,Expense,YouthConnect,SEA,$0.00,$0.00,$787.50,$787.50,$787.50,$787.50,$0.00,$0.00,$700.00,$0.00,$0.00,$0.00,"$3,850.00"
,356,Expense,Pathways,SF,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$500.00
,356,Expense,YouthConnect,SF,$0.00,$0.00,"$1,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,400.00",$0.00,$0.00,$0.00,"$2,800.00"
,356,Expense,ENT,Toyota Center,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00
Total - 7742 - Employee/Volunteer background checks,,,,,"$6,262.50",$218.75,"$2,406.25","$2,725.00","$1,006.25","$1,006.25","$1,312.50","$4,143.75","$5,118.75",$612.50,$218.75,$218.75,"$25,250.00"
7743 - IT,357,Expense,COMMON,HQ,"$2,200.00","$2,200.00","$8,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$2,200.00","$32,400.00"
7744 - Marketing & design,,,,,,,,,,,,,,,,,
,358,Expense,MKT,HQ,"$2,416.66","$13,416.66","$13,416.66","$12,916.66","$5,916.66","$2,916.66","$3,916.66","$2,916.66",$416.66,"$1,766.66","$1,916.66",$916.66,"$62,849.92"
,358,Expense,DEV,SAC,$0.00,$500.00,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$0.00,$0.00,"$1,500.00"
,358,Expense,YouthConnect,SAC,$700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$340.00,$0.00,$0.00,$0.00,$0.00,"$1,040.00"
Total - 7744 - Marketing & design,,,,,"$3,116.66","$13,916.66","$13,916.66","$12,916.66","$5,916.66","$2,916.66","$3,916.66","$3,256.66",$916.66,"$1,766.66","$1,916.66",$916.66,"$65,389.92"
7749 - Other Consulting Services,,,,,,,,,,,,,,,,,
,361,Expense,YouthConnect,ATL,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,DEV,HOU,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,361,Expense,YouthConnect,HOU,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,ADM,HQ,$0.00,$0.00,$400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$800.00
,361,Expense,COMMON,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
,361,Expense,DEV,HQ,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,"$1,800.00"
,361,Expense,LEV,HQ,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,361,Expense,Major Donor,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,361,Expense,YouthConnect,NOLA,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,YouthConnect,OAK,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,DEV,SAC,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,361,Expense,YouthConnect,SAC,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,DEV,SC,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,361,Expense,Pathways,SC,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,YouthConnect,SC,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,DEV,SEA,$250.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
,361,Expense,Pathways,SEA,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,361,Expense,YouthConnect,SEA,$100.00,$0.00,$0.00,$0.00,$100.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
,361,Expense,YouthConnect,SF,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,361,Expense,DEV,NOLA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
Total - 7749 - Other Consulting Services,,,,,"$1,400.00",$250.00,$800.00,$150.00,$250.00,$400.00,"$2,450.00",$150.00,$150.00,$150.00,$550.00,$150.00,"$6,850.00"
7750 - Temporary help - contract,,,,,,,,,,,,,,,,,
,362,Expense,Pathways,OAK,$0.00,$0.00,$75.00,$75.00,$75.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$225.00
,362,Expense,Pathways,SF,$0.00,$0.00,$150.00,$150.00,$150.00,$0.00,$0.00,$0.00,$0.00,$150.00,$150.00,$150.00,$900.00
Total - 7750 - Temporary help - contract,,,,,$0.00,$0.00,$225.00,$225.00,$225.00,$0.00,$0.00,$0.00,$0.00,$150.00,$150.00,$150.00,"$1,125.00"
Total - 7700 - Contract service expenses,,,,,"$23,528.02","$23,057.09","$33,015.72","$56,708.48","$20,651.37","$15,235.36","$18,440.08","$22,422.85","$17,812.03","$12,443.36","$15,228.61","$10,946.03","$269,489.00"
"7800 - Grants, contracts, & direct assistance",,,,,,,,,,,,,,,,,
7810 - Contracts - program-related,323,Expense,Pathways,SF,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
7840 - Awards & stipends - individuals,,,,,,,,,,,,,,,,,
,325,Expense,LEV,HQ,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,$166.67,"$2,000.04"
,325,Expense,Pathways,OAK,$165.00,$125.00,$125.00,$165.00,$125.00,$500.00,$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,245.00"
,325,Expense,Pathways,SF,"$1,280.00",$200.00,$200.00,$280.00,$200.00,"$1,000.00",$80.00,$0.00,$200.00,$280.00,$200.00,$200.00,"$4,120.00"
Total - 7840 - Awards & stipends - individuals,,,,,"$1,611.67",$491.67,$491.67,$611.67,$491.67,"$1,666.67",$286.67,$166.67,$366.67,$446.67,$366.67,$366.67,"$7,365.04"
7850 - Specific assistance - individuals,,,,,,,,,,,,,,,,,
,327,Expense,Pathways,OAK,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00
,327,Expense,Pathways,SF,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$0.00,$650.00
Total - 7850 - Specific assistance - individuals,,,,,$350.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$0.00,$800.00
"Total - 7800 - Grants, contracts, & direct assistance",,,,,"$2,161.67",$491.67,$491.67,$611.67,$491.67,"$1,666.67",$386.67,$166.67,$366.67,$446.67,$816.67,$366.67,"$8,465.04"
8100 - Office Expenses,,,,,,,,,,,,,,,,,
8110 - Supplies,,,,,,,,,,,,,,,,,
,58,Expense,ENT,AA Center,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,58,Expense,ENT,AT&T Park,$0.00,$0.00,"$1,000.00",$0.00,$0.00,"$1,000.00","$1,000.00","$1,000.00","$1,000.00",$0.00,$0.00,$0.00,"$5,000.00"
,58,Expense,YouthConnect,ATL,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,ENT,Avaya Stadium,$0.00,$300.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
,58,Expense,ENT,CenturyLink Field,$0.00,$0.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$500.00
,58,Expense,ENT,Coliseum,$0.00,$200.00,$200.00,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00
,58,Expense,YouthConnect,DAL,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,ENT,Golden 1 Center,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,58,Expense,YouthConnect,HOU,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,$780.00
,58,Expense,ADM,HQ,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,58,Expense,AST,HQ,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$180.00
,58,Expense,COMMON,HQ,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,"$3,000.00"
,58,Expense,DEV,HQ,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$360.00
,58,Expense,MKT,HQ,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$60.00
,58,Expense,ENT,Levi's Stadium,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
,58,Expense,DEV,NOLA,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$240.00
,58,Expense,YouthConnect,NOLA,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,ENT,New Orleans Arena,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,58,Expense,Pathways,OAK,$100.00,$0.00,$100.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
,58,Expense,YouthConnect,OAK,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,DEV,SAC,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$80.00
,58,Expense,YouthConnect,SAC,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,Pathways,SC,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,58,Expense,YouthConnect,SC,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,Pathways,SEA,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$15.00,$400.00
,58,Expense,YouthConnect,SEA,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
,58,Expense,EXEC,SF,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,58,Expense,Pathways,SF,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,$175.00,"$2,100.00"
,58,Expense,YouthConnect,SF,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,58,Expense,ENT,Safeco Field,$0.00,$0.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$0.00,$0.00,$0.00,$875.00
,58,Expense,ENT,SunTrust Park,$0.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$0.00,$0.00,$450.00
,58,Expense,ENT,Toyota Center,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,58,Expense,ENT,UW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$0.00,$0.00,$0.00,$60.00
Total - 8110 - Supplies,,,,,"$1,385.00","$1,815.00","$2,790.00","$1,510.00","$1,590.00","$2,490.00","$4,710.00","$2,490.00","$2,550.00","$1,385.00","$1,315.00","$1,295.00","$25,325.00"
"8120 - Internet, Land Line, telecomm,Website",,,,,,,,,,,,,,,,,
,367,Expense,COMMON,HQ,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,$431.60,"$5,179.20"
,367,Expense,Pathways,OAK,$130.00,$130.00,$130.00,$130.00,$130.00,$130.00,$130.00,$130.00,$0.00,$0.00,$0.00,$0.00,"$1,040.00"
,367,Expense,YouthConnect,SAC,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$720.00
,367,Expense,YouthConnect,SC,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,$125.00,"$1,500.00"
,367,Expense,YouthConnect,SEA,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
,367,Expense,Pathways,SF,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
"Total - 8120 - Internet, Land Line, telecomm,Website",,,,,"$1,146.60","$1,146.60","$1,146.60","$1,146.60","$1,146.60","$1,146.60","$1,146.60","$1,146.60","$1,016.60","$1,016.60","$1,016.60","$1,016.60","$13,239.20"
"8121 - Marketing website, email, telecomm",,,,,,,,,,,,,,,,,
,517,Expense,ENT,AT&T Park,$0.00,$0.00,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
,517,Expense,MKT,HQ,$491.66,$116.66,"$4,266.66","$3,491.66","$7,116.66","$4,216.66","$5,491.66",$116.66,$116.66,$491.66,"$1,116.66",$116.66,"$27,149.92"
"Total - 8121 - Marketing website, email, telecomm",,,,,$491.66,$116.66,"$5,766.66","$3,491.66","$7,116.66","$4,216.66","$5,491.66",$116.66,$116.66,$491.66,"$1,116.66",$116.66,"$28,649.92"
"8125 - IT software, license, subscriptions",,,,,,,,,,,,,,,,,
,372,Expense,ENT,AA Center,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,ENT,AT&T Park,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,DEV,ATL,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,ENT,Coliseum,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,DEV,DAL,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,ENT,Golden 1 Center,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,DEV,HOU,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,ADM,HQ,$0.00,$0.00,$0.00,"$6,800.00",$0.00,$0.00,$0.00,$300.00,"$4,500.00",$0.00,$0.00,$0.00,"$11,600.00"
,372,Expense,AST,HQ,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,$236.67,"$2,840.04"
,372,Expense,COMMON,HQ,$889.88,$324.88,$324.88,$518.27,$367.85,$544.88,$376.88,$952.87,$324.88,$324.88,$449.88,$324.88,"$5,724.91"
,372,Expense,DEV,HQ,"$2,159.00",$59.00,$59.00,"$2,168.00",$59.00,$59.00,$59.00,$59.00,$59.00,$59.00,$59.00,$59.00,"$4,917.00"
,372,Expense,LEV,HQ,"$1,450.00","$1,950.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$1,450.00","$17,900.00"
,372,Expense,Major Donor,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$129.95,$0.00,$0.00,$0.00,$0.00,$0.00,$129.95
,372,Expense,ENT,Levi's Stadium,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,DEV,NOLA,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,ENT,New Orleans Arena,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,DEV,SAC,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,DEV,SC,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,DEV,SEA,$36.00,$36.00,$36.00,$147.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,$543.00
,372,Expense,EXEC,SF,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,372,Expense,ENT,Safeco Field,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,ENT,SunTrust Park,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
,372,Expense,ENT,Toyota Center,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,211.00",$100.00,$100.00,"$2,311.00"
"Total - 8125 - IT software, license, subscriptions",,,,,"$5,897.55","$3,732.55","$3,232.55","$13,111.94","$3,275.52","$3,452.55","$3,414.50","$4,160.54","$7,732.55","$13,231.55","$3,357.55","$3,232.55","$67,831.90"
8130 - Telephone,,,,,,,,,,,,,,,,,
,366,Expense,ENT,AA Center,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ENT,AT&T Park,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$720.00
,366,Expense,YouthConnect,ATL,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
,366,Expense,ENT,Coliseum,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ENT,Golden 1 Center,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,YouthConnect,HOU,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ADM,HQ,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
,366,Expense,DEV,HQ,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,"$1,800.00"
,366,Expense,Major Donor,HQ,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,REP,HQ,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
,366,Expense,ENT,Levi's Stadium,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,YouthConnect,NOLA,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
,366,Expense,ENT,New Orleans Arena,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,Pathways,OAK,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$0.00,$0.00,$0.00,$0.00,$400.00
,366,Expense,YouthConnect,OAK,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,YouthConnect,SAC,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
